,short_ma,long_ma,signal,cumulative_return,sharpe
2577,9,58,6,1.5639674499511642,0.16707860155590928
2433,9,49,6,1.562388653564454,0.16511022917671211
468,6,49,9,1.562388653564454,0.16511022917671211
2512,9,54,5,1.5622896343994066,0.16509393220332247
484,6,50,9,1.5619336688232375,0.16506953202660288
3088,10,49,5,1.5617859503173834,0.1648559489535251
1794,8,50,7,1.5613152478027352,0.16480487616487266
1139,7,50,8,1.5613152478027352,0.16480487616487266
2496,9,53,5,1.5587001885986278,0.1641553459482312
3009,10,44,6,1.5582028674316424,0.16401840749242147
389,6,44,10,1.5582028674316424,0.16401840749242147
1762,8,48,7,1.5570137249755822,0.16364924754169274
1107,7,48,8,1.5570137249755822,0.16364924754169274
1171,7,52,8,1.5526094110107411,0.16257520762064234
1826,8,52,7,1.5526094110107411,0.16257520762064234
3600,11,40,5,1.550476903686527,0.16163451300023493
3616,11,41,5,1.5503908123779224,0.16161115908379634
1650,8,41,7,1.5500367041015704,0.16150935898190957
995,7,41,8,1.5500367041015704,0.16150935898190957
2274,9,39,7,1.549309990234376,0.1616072493607541
964,7,39,9,1.549309990234376,0.1616072493607541
1778,8,49,7,1.5467659417724582,0.16109427528070927
1123,7,49,8,1.5467659417724582,0.16109427528070927
373,6,43,10,1.5463199829101573,0.1608758853911268
278,6,37,11,1.5420011871337935,0.1601770079374081
3553,11,37,6,1.5420011871337935,0.1601770079374081
2338,9,43,7,1.5398887384033195,0.15995107497131647
1028,7,43,9,1.5398887384033195,0.15995107497131647
3760,11,50,5,1.5357849774169932,0.15865332930772003
325,6,40,10,1.5352009088134784,0.1586067973332303
2945,10,40,6,1.5352009088134784,0.1586067973332303
3824,11,54,5,1.5349720349121043,0.15966516387423108
1667,8,42,8,1.5328890557861354,0.1580295137710099
1027,7,43,8,1.532287675781251,0.15758356873867513
1682,8,43,7,1.532287675781251,0.15758356873867513
3248,10,59,5,1.5315001171874958,0.15779803792606809
628,6,59,9,1.5290239031982369,0.1582965654360779
644,6,60,9,1.528993955688477,0.15815017239477558
547,6,54,8,1.5280297412109407,0.15697765989400278
1857,8,54,6,1.5280297412109407,0.15697765989400278
1619,8,39,8,1.5267470727539096,0.1561915939860457
1810,8,51,7,1.5252203729247922,0.1560880794118857
1155,7,51,8,1.5252203729247922,0.1560880794118857
2609,9,60,6,1.5247795715332066,0.157204936550276
2497,9,53,6,1.5231492803954976,0.1557232907308136
532,6,53,9,1.5231492803954976,0.1557232907308136
3712,11,47,5,1.5229116821289088,0.15552697752603176
531,6,53,8,1.522219923095705,0.15545300007703522
1841,8,53,6,1.522219923095705,0.15545300007703522
2513,9,54,6,1.5221047955322229,0.15540134434881941
548,6,54,9,1.5221047955322229,0.15540134434881941
2593,9,59,6,1.522047501220709,0.15664039691317316
3776,11,51,5,1.5192765142822264,0.1549227534899333
3792,11,52,5,1.518358328857419,0.1547435166103645
1683,8,43,8,1.5180892614745987,0.1544403732986809
2321,9,42,6,1.5169326458740329,0.15363684011708575
356,6,42,9,1.5169326458740329,0.15363684011708575
294,6,38,11,1.5156954327392589,0.1540503083586646
2528,9,55,5,1.5149936584472654,0.1536587400444346
2480,9,52,5,1.5134845379638675,0.15314787919735479
1298,7,60,7,1.5131602355957061,0.1537198055552755
1922,8,58,7,1.5103585601806635,0.15386042608507458
1267,7,58,8,1.5103585601806635,0.15386042608507458
3232,10,58,5,1.5090568402099576,0.15220649485784696
516,6,52,9,1.5077510272216796,0.1517990661575497
2481,9,52,6,1.5077510272216796,0.1517990661575497
499,6,51,8,1.507514708862302,0.15184369903775252
1809,8,51,6,1.507514708862302,0.15184369903775252
4272,12,41,5,1.5046548260498038,0.15104705993584028
996,7,41,9,1.4984274743652422,0.1494259907553157
2306,9,41,7,1.4984274743652422,0.1494259907553157
2354,9,44,7,1.4958237615966852,0.14920261327250156
1044,7,44,9,1.4958237615966852,0.14920261327250156
2544,9,56,5,1.495500078125005,0.14897729126627807
1251,7,57,8,1.4939113806152307,0.14965143118542287
1906,8,57,7,1.4939113806152307,0.14965143118542287
1603,8,38,8,1.4886937243652414,0.1470311479140816
3089,10,49,6,1.4856341809082008,0.14856711931077582
469,6,49,10,1.4856341809082008,0.14856711931077582
515,6,52,8,1.4819758831787138,0.1455976203909309
1825,8,52,6,1.4819758831787138,0.1455976203909309
3056,10,47,5,1.4815400720214909,0.1451010992032484
4240,12,39,5,1.4760136230468748,0.14405278486901557
2929,10,39,6,1.475995670776372,0.14392753578458914
309,6,39,10,1.475995670776372,0.14392753578458914
3584,11,39,5,1.475440465698241,0.14340585343584422
3200,10,56,5,1.4750534625244134,0.14363154308916082
3216,10,57,5,1.4718145660400308,0.1427724075261204
6672,16,27,5,1.4711244964599548,0.14292926488348925
2449,9,50,6,1.4707286810302638,0.14251735102256757
901,7,35,10,1.4687936975097682,0.14240306680078046
1012,7,42,9,1.4679924847412056,0.1422325716068373
2322,9,42,7,1.4679924847412056,0.1422325716068373
3728,11,48,5,1.4663737701416044,0.1415258791650132
2464,9,51,5,1.4602428448486309,0.1400723369046279
1283,7,59,8,1.4554837078857445,0.13991024126927049
1938,8,59,7,1.4554837078857445,0.13991024126927049
1587,8,37,8,1.4541097979736273,0.13836142636471024
3744,11,49,5,1.45266121520996,0.13818209636199122
1186,7,53,7,1.4525711511230468,0.1382735243294917
2258,9,38,7,1.4512458813476523,0.1377839078203855
948,7,38,9,1.4512458813476523,0.1377839078203855
262,6,36,11,1.4476605175781359,0.13670098753919088
3537,11,36,6,1.4476605175781359,0.13670098753919088
7296,17,25,5,1.4458975433349615,0.13663060669181037
7280,17,24,5,1.4444512969970709,0.13602535706441324
3040,10,46,5,1.441789531250006,0.13497681028678374
8560,19,22,5,1.4404426995849535,0.13522305870174078
1634,8,40,7,1.4392485321044908,0.13431470767911993
979,7,40,8,1.4392485321044908,0.13431470767911993
2993,10,43,6,1.4383907696533251,0.13448254417038127
1122,7,49,7,1.4382884942626866,0.1340947188033621
1138,7,50,7,1.4375616668701108,0.13390114209614754
4145,12,33,6,1.4373859539794889,0.13430806157455177
215,6,33,12,1.4373859539794889,0.13430806157455177
885,7,34,10,1.4360298907470643,0.13385737532290642
2850,10,34,7,1.4360298907470643,0.13385737532290642
1618,8,39,7,1.4348847137451144,0.13323317712163238
963,7,39,8,1.4348847137451144,0.13323317712163238
1523,8,33,8,1.43286497619629,0.1325866263488254
2242,9,37,7,1.4293243139648448,0.132035892075957
932,7,37,9,1.4293243139648448,0.132035892075957
467,6,49,8,1.4261777581786992,0.13082347346740364
1777,8,49,6,1.4261777581786992,0.13082347346740364
1635,8,40,8,1.4261162420654296,0.13123647646272016
4368,12,47,5,1.422952240600579,0.13233968123195738
3472,11,32,5,1.4189434893798836,0.12897801632171255
4224,12,38,5,1.4180582586670003,0.12931660665379255
1508,8,32,9,1.4176031756591785,0.12926139717906796
2163,9,32,8,1.4176031756591785,0.12926139717906796
3569,11,38,6,1.414321182861323,0.1284700042970562
4208,12,37,5,1.4122101300048837,0.12771859744622063
4384,12,48,5,1.4120099676513687,0.12944606195003278
915,7,36,8,1.410751838378907,0.1270119377517504
1570,8,36,7,1.410751838378907,0.1270119377517504
3024,10,45,5,1.4104112341308626,0.1269269708867028
3504,11,34,5,1.4098508520507755,0.1268416715812284
3872,11,57,5,1.409725890502938,0.12896178132253036
3520,11,35,5,1.4084129382324162,0.12648134965834212
1586,8,37,7,1.407843344726567,0.12622702127662622
931,7,37,8,1.407843344726567,0.12622702127662622
2834,10,33,7,1.4075020208740214,0.1265118457080058
869,7,33,10,1.4075020208740214,0.1265118457080058
1793,8,50,6,1.4065578625488266,0.1260023606446072
483,6,50,8,1.4065578625488266,0.1260023606446072
2402,9,47,7,1.4020110656738214,0.12582866150853536
1092,7,47,9,1.4020110656738214,0.12582866150853536
947,7,38,8,1.401673107910161,0.12454831388652507
1602,8,38,7,1.401673107910161,0.12454831388652507
4352,12,46,5,1.399486732177733,0.1261144256603276
1106,7,48,7,1.3990898083496068,0.12396663149893673
4256,12,40,5,1.3988533087158124,0.12425521681314604
6656,16,26,5,1.39836523498535,0.12404135449970657
2465,9,51,6,1.3968997631835847,0.12363277420343796
500,6,51,9,1.3968997631835847,0.12363277420343796
868,7,33,9,1.3958825872802698,0.12288343465612403
2178,9,33,7,1.3958825872802698,0.12288343465612403
3888,11,58,5,1.3955422332763674,0.12495679221351907
3105,10,50,6,1.3947317510986295,0.1248543650135522
485,6,50,10,1.3947317510986295,0.1248543650135522
3008,10,44,5,1.3940284429931662,0.12244893153242863
3856,11,56,5,1.3900123242187512,0.12349820674084885
533,6,53,10,1.3833423614501994,0.12167266671765611
2179,9,33,8,1.3803453607177711,0.1193233106513182
1524,8,33,9,1.3803453607177711,0.1193233106513182
1731,8,46,8,1.3800510729980437,0.1198803103629119
1076,7,46,9,1.3790950085449225,0.11967160223142778
2386,9,46,7,1.3790950085449225,0.11967160223142778
4336,12,45,5,1.37829561279297,0.11928694146400884
2976,10,42,5,1.3772031347656308,0.11818667516247666
965,7,39,10,1.376374745483397,0.11908558580235057
2930,10,39,7,1.376374745483397,0.11908558580235057
3153,10,53,6,1.3759730676269522,0.11986772005819543
276,6,37,9,1.3755399743652372,0.11771187875717823
2241,9,37,6,1.3755399743652372,0.11771187875717823
3072,10,48,5,1.3742589648437453,0.11735702228192497
1571,8,36,8,1.3731513464355491,0.11723136450688161
1154,7,51,7,1.3728538616943393,0.11697879484477818
3521,11,35,6,1.3716977478027401,0.11681643562756451
246,6,35,11,1.3716977478027401,0.11681643562756451
2289,9,40,6,1.371452736206054,0.11662279994232333
324,6,40,9,1.371452736206054,0.11662279994232333
7920,18,23,5,1.3695168542480418,0.11644514630073163
2866,10,35,7,1.3684948248291064,0.11618294374844614
1715,8,45,8,1.3681969982910178,0.11670594417410914
1554,8,35,7,1.36789912414551,0.11563609351156817
899,7,35,8,1.36789912414551,0.11563609351156817
2992,10,43,5,1.3676381152343755,0.11548405370467059
2370,9,45,7,1.3617719183349637,0.11491761752703555
1060,7,45,9,1.3617719183349637,0.11491761752703555
4737,13,29,6,1.3599580078124958,0.11383864031317331
152,6,29,13,1.3599580078124958,0.11383864031317331
2305,9,41,6,1.3593562817382836,0.11328789704583536
340,6,41,9,1.3593562817382836,0.11328789704583536
1170,7,52,7,1.3593347259521489,0.1132086428066182
374,6,43,11,1.3579592742919935,0.11492805468696043
3649,11,43,6,1.3579592742919935,0.11492805468696043
390,6,44,11,1.3541579534912058,0.11376414666712586
3665,11,44,6,1.3541579534912058,0.11376414666712586
292,6,38,9,1.3524268286132877,0.11128964860679974
2257,9,38,6,1.3524268286132877,0.11128964860679974
7168,16,58,5,1.3523182165527297,0.11358450607845402
1090,7,47,7,1.3496532543945325,0.11053785371339994
3505,11,34,6,1.3474511492919896,0.11028619628727791
230,6,34,11,1.3474511492919896,0.11028619628727791
3920,11,60,5,1.3468247430419953,0.11173756511559459
1745,8,47,6,1.3464335797119185,0.1096305084453634
435,6,47,8,1.3464335797119185,0.1096305084453634
2209,9,35,6,1.3450271429443383,0.10925654793447478
244,6,35,9,1.3450271429443383,0.10925654793447478
5776,14,53,5,1.343842671508788,0.11128030385681524
2147,9,31,8,1.3417875036621023,0.10885829613651932
1492,8,31,9,1.3417875036621023,0.10885829613651932
1699,8,44,8,1.3415236602783216,0.10948437195973293
7184,16,59,5,1.3404826135253876,0.11012735639352574
3904,11,59,5,1.3404434637451208,0.10978977686502264
790,7,28,11,1.3399369244384691,0.10831504683647865
3410,11,28,7,1.3399369244384691,0.10831504683647865
1540,8,34,9,1.3397837127685495,0.10832095627901471
2195,9,34,8,1.3397837127685495,0.10832095627901471
2897,10,37,6,1.3392844769287175,0.10786657146510055
277,6,37,10,1.3392844769287175,0.10786657146510055
3488,11,33,5,1.3380233538818394,0.1073886264924863
1507,8,32,8,1.337684020996094,0.10744883521976707
293,6,38,10,1.3376371295166067,0.10751230347101448
2913,10,38,6,1.3376371295166067,0.10751230347101448
2448,9,50,5,1.3356768127441416,0.10711827089764113
2882,10,36,7,1.333979772949218,0.10681974825103388
917,7,36,10,1.333979772949218,0.10681974825103388
2225,9,36,6,1.3319172821044971,0.1057834384817528
260,6,36,9,1.3319172821044971,0.1057834384817528
581,6,56,10,1.3282713403320285,0.10661652622777085
3201,10,56,6,1.3272843463134718,0.10632828328356787
3458,11,31,7,1.3272307196044908,0.10483674063564685
838,7,31,11,1.3272307196044908,0.10483674063564685
4129,12,32,6,1.3234907110595702,0.1036908272516476
199,6,32,12,1.3234907110595702,0.1036908272516476
4944,13,42,5,1.3229517138671874,0.10516862691385823
308,6,39,9,1.322767746582032,0.10318316242533723
2273,9,39,6,1.322767746582032,0.10318316242533723
2211,9,35,8,1.3226877374267523,0.10360617529716892
1556,8,35,9,1.3226877374267523,0.10360617529716892
2818,10,32,7,1.3217886749267576,0.10329121218164247
853,7,32,10,1.3217886749267576,0.10329121218164247
310,6,39,11,1.3206847991943305,0.10319289952518886
3585,11,39,6,1.3206847991943305,0.10319289952518886
565,6,55,10,1.3205722351074263,0.10428960915186018
406,6,45,11,1.320212316284183,0.10422246621234345
3681,11,45,6,1.3200253118896508,0.10411286543772248
2928,10,39,5,1.3197784454345713,0.10239989890055047
1763,8,48,8,1.3189344201660154,0.10382136182173658
4432,12,51,5,1.3171985052490311,0.10341517014960336
4721,13,28,6,1.3155070086669922,0.10147378361530988
136,6,28,13,1.3155070086669922,0.10147378361530988
4928,13,41,5,1.315333907470705,0.10296035670965158
183,6,31,12,1.3148857257080075,0.10118647401045643
4113,12,31,6,1.3148857257080075,0.10118647401045643
5456,14,33,5,1.3144636047363292,0.10130971720592663
2530,9,55,7,1.3141280712890602,0.10250789924590274
1220,7,55,9,1.3141280712890602,0.10250789924590274
3185,10,55,6,1.3139445452880896,0.10234766134650918
6032,15,28,5,1.3133146978759753,0.10086593800824394
4416,12,50,5,1.3128867687988233,0.10211620447516064
4960,13,43,5,1.3127017010497972,0.1022037765249072
5760,14,52,5,1.3125743255615199,0.10233657002783425
1074,7,46,7,1.3113721435546861,0.09997355510759155
3536,11,36,5,1.3109368725585833,0.09987486732851585
2833,10,33,6,1.3106600720214838,0.09970007367086037
213,6,33,10,1.3106600720214838,0.09970007367086037
4864,13,37,5,1.310066680297851,0.10010126108820826
2817,10,32,6,1.3089429901122969,0.09925526941186515
197,6,32,10,1.3089429901122969,0.09925526941186515
6048,15,29,5,1.3085980920410096,0.09950394516546866
358,6,42,11,1.3084513787841792,0.10004914999163785
3633,11,42,6,1.3084513787841792,0.10004914999163785
1761,8,48,6,1.306452961425789,0.09861439403061326
451,6,48,8,1.306452961425789,0.09861439403061326
1555,8,35,8,1.305973134155277,0.09844736128848311
549,6,54,10,1.305869268798826,0.100164581909782
2162,9,32,7,1.3053961328124961,0.09821339565262854
852,7,32,9,1.3053961328124961,0.09821339565262854
3169,10,54,6,1.3048040698242191,0.09985287153932157
536,6,53,13,1.3039205755615177,0.0998978156692919
6016,15,27,5,1.3008843518066395,0.09710808469570772
1058,7,45,7,1.3005027929687503,0.09696862190561456
5408,14,30,5,1.2992779510498034,0.0967616672478954
4880,13,38,5,1.2986059332275364,0.09676050932063565
1124,7,49,9,1.2983852819824246,0.09792794709372261
2434,9,49,7,1.2983852819824246,0.09792794709372261
4400,12,49,5,1.298267713012696,0.09786639207788712
5121,13,53,6,1.2980070849609378,0.09802696889238677
1042,7,44,7,1.2978117626953072,0.0962572750078111
2849,10,34,6,1.2974635516357356,0.09609865801445132
229,6,34,10,1.2974635516357356,0.09609865801445132
4800,13,33,5,1.296554200439449,0.09605413769213571
422,6,46,11,1.2964998565673826,0.09743979777537529
3697,11,46,6,1.296111055297852,0.09727403865682133
1299,7,60,8,1.2942995526123031,0.09684440165120431
1954,8,60,7,1.2942995526123031,0.09684440165120431
245,6,35,10,1.2925319012451069,0.09470073861181055
2865,10,35,6,1.2925319012451069,0.09470073861181055
1204,7,54,9,1.2908807678222627,0.09575766141332885
2514,9,54,7,1.2908807678222627,0.09575766141332885
166,6,30,11,1.2904244622802723,0.09399854351573304
3441,11,30,6,1.2904244622802723,0.09399854351573304
916,7,36,9,1.2878749029541092,0.09331940198414435
2226,9,36,7,1.2878749029541092,0.09331940198414435
4816,13,34,5,1.2877947448730407,0.09349698132200575
501,6,51,10,1.2861899121093714,0.09434103104722227
3121,10,51,6,1.2830968048095683,0.09342245149774175
2960,10,41,5,1.2827848004150473,0.09193490295219804
4464,12,53,5,1.2818705157470738,0.09307501895571756
9184,20,21,5,1.281631965332025,0.09231364444527461
1779,8,49,8,1.2808169396972704,0.09281491408534341
1108,7,48,9,1.2798568762207017,0.09262167612880479
2418,9,48,7,1.2798568762207017,0.09262167612880479
342,6,41,11,1.2797031658935543,0.09193508510570791
3617,11,41,6,1.2797031658935543,0.09193508510570791
5424,14,31,5,1.279607889404298,0.09122925734974105
2881,10,36,6,1.2794500292968796,0.09087230910730834
261,6,36,10,1.2794500292968796,0.09087230910730834
1539,8,34,8,1.2775232684326205,0.09035033967171785
4976,13,44,5,1.2766888299560477,0.09176394407514744
167,6,30,12,1.2765412530517561,0.09042547913685212
4097,12,30,6,1.2765412530517561,0.09042547913685212
2944,10,40,5,1.2739518890380808,0.08933249758479604
2912,10,38,5,1.2732513836670014,0.08915118969078534
2896,10,37,5,1.272772344360343,0.08905876429645124
517,6,52,10,1.2726666430664064,0.09045975196726615
3137,10,52,6,1.2721203405761692,0.0902987677762701
1236,7,56,9,1.2719655346679646,0.09021772769000679
419,6,46,8,1.2712629534912148,0.08846178238714646
1729,8,46,6,1.2712629534912148,0.08846178238714646
4448,12,52,5,1.2708561444091853,0.0898977637075988
1188,7,53,9,1.2702966748046947,0.08964188704734019
2498,9,53,7,1.2702966748046947,0.08964188704734019
552,6,54,13,1.2696199407958941,0.08978470636581874
629,6,59,10,1.2694156408691435,0.0895292601708333
1297,7,60,6,1.2684847314453132,0.08791333891356613
4192,12,36,5,1.2683941540527308,0.08761538954128291
2546,9,56,7,1.2672219433593697,0.0888863752659297
4576,12,60,5,1.2669947857665986,0.08905868243520018
3552,11,37,5,1.2669703643798809,0.0872220073097633
3568,11,38,5,1.2667817510986341,0.08722618259093404
7888,18,21,5,1.2650640020751973,0.08678124242233554
5744,14,51,5,1.2640052618408173,0.08825328860839135
5984,15,25,5,1.2639351348876975,0.08648529957711858
3713,11,47,6,1.2633153124999998,0.08771903932670269
438,6,47,11,1.2632629125976529,0.08771780099913991
2946,10,40,7,1.2609992413330013,0.08634612695295053
981,7,40,10,1.2609992413330013,0.08634612695295053
3249,10,59,6,1.2602596533203079,0.08678828982529666
1045,7,44,10,1.2590557916259764,0.08641912847313676
3010,10,44,7,1.2590557916259764,0.08641912847313676
642,6,60,7,1.2590112207031248,0.08516376249765892
2259,9,38,8,1.2589125329589859,0.08574773830944685
1604,8,38,9,1.2589125329589859,0.08574773830944685
613,6,58,10,1.25822083862305,0.08634611320691706
5137,13,54,6,1.2571734393310565,0.0862499824816559
5824,14,56,5,1.255886882934567,0.08572779820032776
5168,13,56,5,1.255130402221675,0.08559373580931706
5184,13,57,5,1.2550448669433585,0.08552780613660795
1891,8,56,8,1.2545452380371147,0.08501947511387638
3233,10,58,6,1.254203638916016,0.08501453866817102
1026,7,43,7,1.2540489855956993,0.08356769440911123
2432,9,49,5,1.2536999670410116,0.08359574698476047
5792,14,54,5,1.2525267095947277,0.08478594417094025
403,6,45,8,1.2514286352539032,0.08277723703013105
1713,8,45,6,1.2514286352539032,0.08277723703013105
4176,12,35,5,1.2509100952148458,0.08263275915586807
599,6,57,12,1.2507962261962868,0.08424923281800845
4529,12,57,6,1.2507962261962868,0.08424923281800845
7152,16,57,5,1.2507498632812515,0.08413852111434941
1172,7,52,9,1.2499236328125032,0.08378622470621774
2482,9,52,7,1.2499236328125032,0.08378622470621774
1281,7,59,6,1.2494204687499986,0.0822900950110131
626,6,59,7,1.2494204687499986,0.0822900950110131
7760,17,54,5,1.2491075146484376,0.0836468211176184
4832,13,35,5,1.249084218750001,0.0822374380757158
8544,19,21,5,1.2481332373046794,0.08193609120970918
1920,8,58,5,1.2468077532958937,0.0816318604950625
551,6,54,12,1.2465249182128906,0.08286538937153118
4481,12,54,6,1.2465249182128906,0.08286538937153118
4480,12,54,5,1.244946410522463,0.08224890833287325
1747,8,47,8,1.2447625708007815,0.08217897948402206
4160,12,34,5,1.2444387792968756,0.08069831086639656
597,6,57,10,1.2443422741699208,0.0820896838156349
3217,10,57,6,1.2421719787597754,0.0813506492759072
7792,17,56,5,1.2419184649658208,0.08148302155911273
2131,9,30,8,1.2416530029296877,0.07988828212959383
1476,8,30,9,1.2416530029296877,0.07988828212959383
2962,10,41,7,1.2397991113281228,0.0808064027974325
997,7,41,10,1.2397991113281228,0.0808064027974325
448,6,48,5,1.2389439093017476,0.07892259887532131
4720,13,28,5,1.2378434930419935,0.07877116501599528
1572,8,36,9,1.2372593218994115,0.07915706212488112
2227,9,36,8,1.2372593218994115,0.07915706212488112
1875,8,55,8,1.2358241381835946,0.07961337615552047
7120,16,55,5,1.2354418762207096,0.07960897614940911
1904,8,57,5,1.2351496856689401,0.078121568095143
7264,17,23,5,1.234916883544915,0.07797831994660386
1140,7,50,9,1.2342962951660128,0.07894424524687066
2450,9,50,7,1.2342962951660128,0.07894424524687066
5024,13,47,5,1.2341148449707038,0.0791118691010793
4080,12,29,5,1.2340697717285125,0.07768082820973539
900,7,35,9,1.2329841583252013,0.07728165441992015
2210,9,35,7,1.2329841583252013,0.07728165441992015
1189,7,53,10,1.232527357788089,0.07853537783852947
6352,15,48,5,1.2320157543945285,0.07852445683234137
3154,10,53,7,1.231659353027351,0.07819949426920812
7104,16,54,5,1.2297427526855453,0.07782458237633667
1620,8,39,9,1.2287873059082017,0.07673113002058377
2275,9,39,8,1.2287873059082017,0.07673113002058377
949,7,38,10,1.228222935791015,0.07652373797183018
2914,10,38,7,1.228222935791015,0.07652373797183018
568,6,55,13,1.227806823120117,0.07713283438368762
2336,9,43,5,1.2276834484863235,0.07555860763886664
884,7,34,9,1.2276630853271484,0.07556771369102105
2194,9,34,7,1.2276630853271484,0.07556771369102105
6128,15,34,5,1.2271547009277373,0.07687567415937381
1588,8,37,9,1.2270736145019552,0.07618386739805917
2243,9,37,8,1.2270736145019552,0.07618386739805917
6624,16,24,5,1.2263926580810514,0.07537001663623526
6000,15,26,5,1.2259795709228498,0.07523566086065783
4545,12,58,6,1.2254988714599604,0.07653652469605832
615,6,58,12,1.2254988714599604,0.07653652469605832
5440,14,32,5,1.2252679504394535,0.07515316568286466
3601,11,40,6,1.2250052862548821,0.07559061004876347
326,6,40,11,1.2250052862548821,0.07559061004876347
2384,9,46,5,1.2245648077392592,0.07469673685868482
5344,14,26,5,1.2239300445556642,0.07461127476099236
1795,8,50,8,1.2234181567382774,0.07555948992717132
2786,10,30,7,1.2232066894531246,0.07437788676440134
821,7,30,10,1.2232066894531246,0.07437788676440134
1252,7,57,9,1.2222494805908197,0.07527956670925395
7136,16,56,5,1.222002106933593,0.07539532055981858
4752,13,30,5,1.219990296020512,0.073476290448991
7248,17,22,5,1.219844548950197,0.07336438600884475
4560,12,59,5,1.2197924987792936,0.07470988443423451
2994,10,43,7,1.2193320056152308,0.07440658505882912
1029,7,43,10,1.2193320056152308,0.07440658505882912
3425,11,29,6,1.2193297912597671,0.073276352650016
150,6,29,11,1.2193297912597671,0.073276352650016
2291,9,40,8,1.2193024078369146,0.07442945155461433
1636,8,40,9,1.2193024078369146,0.07442945155461433
837,7,31,10,1.219100208740234,0.07320094448680431
2802,10,31,7,1.219100208740234,0.07320094448680431
4513,12,56,6,1.219018891601562,0.07455844856544175
583,6,56,12,1.219018891601562,0.07455844856544175
647,6,60,12,1.2186040966796838,0.07436380694737961
4577,12,60,6,1.2186040966796838,0.07436380694737961
6144,15,35,5,1.2182509893798807,0.07423981943294837
231,6,34,12,1.2180107458496081,0.07346330333893304
8400,18,53,5,1.2180033221435578,0.07415097544580108
1205,7,54,10,1.2179023016357415,0.0742134323934171
7776,17,55,5,1.2174822601318362,0.07413553663128046
1716,8,45,9,1.217428912963865,0.07399442960914822
2371,9,45,8,1.217428912963865,0.07399442960914822
464,6,49,5,1.2171973675537089,0.0723304319177694
646,6,60,11,1.2164710565185533,0.07350633912769253
3921,11,60,6,1.2164710565185533,0.07350633912769253
2562,9,57,7,1.216143992309567,0.07339794437730114
7088,16,53,5,1.2158382672119186,0.07353864029816538
3170,10,54,7,1.2153872998046824,0.07343796175559056
1956,8,60,9,1.2152360217285199,0.07330170223200687
2611,9,60,8,1.2152360217285199,0.07330170223200687
2320,9,42,5,1.2125849853515618,0.0711249286272462
5008,13,46,5,1.2120407904052757,0.07223138187352565
5153,13,55,6,1.2107384381103494,0.07197505683934496
2400,9,47,5,1.21049145324707,0.0704983320089688
4096,12,30,5,1.2098530773925702,0.07034066901316491
7200,16,60,5,1.2097276654052747,0.07160929705352205
7744,17,53,5,1.2096418280029322,0.07154299807599614
5712,14,49,5,1.2092489495849632,0.07142683020621106
5552,14,39,5,1.207158652343753,0.07074682801114383
6112,15,33,5,1.2060309045410125,0.06978546732790732
5200,13,58,5,1.2057594232177686,0.0703644866617368
327,6,40,12,1.2044131365966753,0.06993070760893334
432,6,47,5,1.20389046936035,0.06828885046528356
550,6,54,11,1.203769586181642,0.06970844080350894
4257,12,40,6,1.2025288372802707,0.06929556616802568
6176,15,37,5,1.202401204833982,0.06921448036920984
1173,7,52,10,1.2021652349853518,0.06932871136018087
3825,11,54,6,1.2016819927978484,0.06909906412943972
4112,12,31,5,1.2000955847167996,0.06731581714432529
4128,12,32,5,1.2000942785644524,0.06733070017756153
4736,13,29,5,1.2000633770751963,0.06733085267818807
502,6,51,11,1.1999630426025385,0.06852128372292207
1776,8,49,5,1.1993633367919891,0.06720664472605593
1301,7,60,10,1.1990820690917932,0.06838163738691073
3266,10,60,7,1.1990820690917932,0.06838163738691073
4241,12,39,6,1.199019887084962,0.06824347608886457
311,6,39,12,1.199019887084962,0.06824347608886457
3138,10,52,7,1.1981312316894555,0.06801395965786482
5728,14,50,5,1.1977947113037162,0.06783233546136805
1811,8,51,8,1.1976093988037166,0.06762449626144353
3026,10,45,7,1.1971062213134807,0.06763930076255051
1061,7,45,10,1.1971062213134807,0.06763930076255051
1859,8,54,8,1.1962259863281255,0.0673349076688793
5856,14,58,5,1.195904212036129,0.06735722839644499
4848,13,36,5,1.1941860577392618,0.06573529449537112
1843,8,53,8,1.1934975500488314,0.06644550952533887
1105,7,48,6,1.193046842651371,0.06525953488350462
6336,15,47,5,1.1925885723876892,0.06620117881562979
1907,8,57,8,1.1923107037353504,0.06601271397279705
2100,9,28,9,1.191744849853505,0.06500568086525138
480,6,50,5,1.191585894775394,0.06450650663443414
566,6,55,11,1.1903222460937506,0.06543038401251162
3857,11,56,6,1.1903081872558656,0.06543907698792376
582,6,56,11,1.1903081872558656,0.06543907698792376
3841,11,55,6,1.1902467468261666,0.06544770187453741
3745,11,49,6,1.1897771685791039,0.06520276151748203
470,6,49,11,1.1897568682861361,0.06519842009348456
5536,14,38,5,1.1893413299560547,0.06511985115970707
1844,8,53,9,1.188760150756831,0.0649875741026563
4912,13,40,5,1.1886916717529301,0.06434710765219107
2499,9,53,8,1.188666248779293,0.06497386541362535
6544,15,60,5,1.1884665734863291,0.06507838842051793
5568,14,40,5,1.1877782208252017,0.0645733908526999
182,6,31,11,1.1872393658447216,0.06333920937097422
3457,11,31,6,1.1872393658447216,0.06333920937097422
5360,14,27,5,1.1870291497802743,0.06333494443043015
1221,7,55,10,1.1861250518798854,0.06413107133837079
5520,14,37,5,1.1859713769531282,0.06399072901483822
2515,9,54,8,1.1859001574707027,0.06408291342174244
